tender_id,identified_date_key,decision_date_key,region_id,contractor_id,stage_id,reached_stage_id,bid_value,outcome,is_won,is_decided,contract_id
T0990,2024-07-16,2024-10-06,R03,K03,4,3,202230.18,Won,1,1,C0140
T0991,2024-01-28,2024-04-21,R01,K10,5,3,333958.55,Lost,0,1,
T0992,2025-03-16,2025-06-14,R03,K11,4,3,211424.3,Won,1,1,C0265
T0993,2025-04-02,2025-05-24,R01,K07,4,3,273690.47,Won,1,1,C0285
T0994,2024-12-10,2025-02-08,R03,K11,5,3,493495.86,Lost,0,1,
T0995,2025-02-10,2025-04-28,R04,K05,5,3,747805.19,Lost,0,1,
T0996,2025-01-23,2025-04-18,R04,K11,5,3,983398.37,Lost,0,1,
T0997,2025-12-08,2025-12-31,R03,K12,5,3,860386.89,Lost,0,1,
T0998,2024-08-21,2024-11-28,R05,K05,5,3,508850.45,Lost,0,1,
T0999,2024-05-30,2024-08-30,R01,K02,5,1,516780.84,Lost,0,1,
T1000,2025-06-23,2025-08-04,R01,K03,5,2,408911.72,Lost,0,1,
T1001,2024-11-27,2024-12-27,R05,K06,5,3,684715.77,Lost,0,1,
T1002,2024-03-30,2024-05-26,R08,K11,4,3,571350.8,Won,1,1,C0093
T1003,2025-03-28,2025-06-15,R05,K08,5,3,328994.39,Lost,0,1,
T1004,2025-01-23,2025-03-10,R06,K09,5,3,1226967.73,Lost,0,1,
T1005,2024-12-01,2025-02-19,R01,K07,5,2,529703.87,Lost,0,1,
T1006,2024-05-04,2024-07-30,R03,K06,5,3,566387.63,Lost,0,1,
T1007,2025-05-29,2025-07-11,R04,K01,4,3,563848.46,Won,1,1,C0310
T1008,2024-12-16,2025-01-25,R02,K06,5,3,681257.11,Lost,0,1,
T1009,2025-03-28,2025-05-15,R01,K07,4,3,294725.81,Won,1,1,C0281
T1010,2025-11-01,2025-12-31,R06,K10,4,3,1450292.26,Won,1,1,C0383
T1011,2025-05-07,2025-06-17,R08,K07,5,3,732905.98,Lost,0,1,
T1012,2025-07-11,2025-08-06,R02,K04,5,2,600565.88,Lost,0,1,
T1013,2025-09-22,2025-10-27,R01,K02,4,3,731014.74,Won,1,1,C0361
T1014,2025-11-24,2025-12-31,R04,K04,4,3,1798298.79,Won,1,1,C0395
T1015,2024-11-02,2025-02-04,R04,K08,4,3,425569.33,Won,1,1,C0177
T1016,2024-07-18,2024-08-13,R03,K08,5,3,220422.49,Lost,0,1,
T1017,2024-11-19,2025-02-02,R03,K05,5,3,193917.93,Lost,0,1,
T1018,2025-06-19,2025-08-16,R08,K11,5,3,784572.04,Lost,0,1,
T1019,2024-04-04,2024-05-16,R05,K12,5,3,306302.03,Lost,0,1,
T1020,2025-09-01,2025-10-05,R02,K12,5,3,428380.36,Lost,0,1,
T1021,2025-12-27,,R03,K09,3,3,523695.39,In progress,0,0,
T1022,2025-01-04,2025-02-04,R05,K05,5,3,614062.25,Lost,0,1,
T1023,2024-08-13,2024-09-03,R01,K11,5,3,851582.09,Lost,0,1,
T1024,2025-02-02,2025-03-25,R07,K03,5,3,291211.17,Lost,0,1,
T1025,2024-01-18,2024-04-11,R06,K10,5,3,375330.55,Lost,0,1,
T1026,2025-10-31,,R03,K04,3,3,324846.78,In progress,0,0,
T1027,2024-04-17,2024-06-10,R04,K02,5,3,673419.87,Lost,0,1,
T1028,2024-02-11,2024-04-09,R03,K05,5,3,1735676.07,Lost,0,1,
T1029,2025-06-11,2025-07-15,R06,K08,5,3,877930.0,Lost,0,1,
T1030,2024-04-15,2024-07-22,R03,K09,5,3,272716.67,Lost,0,1,
T1031,2024-01-09,2024-04-08,R05,K04,4,3,623818.92,Won,1,1,C0010
T1032,2025-01-28,2025-04-13,R02,K12,5,3,203211.2,Lost,0,1,
T1033,2025-08-07,2025-10-26,R02,K12,5,3,564855.04,Lost,0,1,
T1034,2025-06-25,2025-09-06,R02,K04,4,3,1143486.68,Won,1,1,C0324
T1035,2024-09-03,2024-11-13,R02,K06,5,2,427644.12,Lost,0,1,
T1036,2024-03-09,2024-06-03,R04,K07,5,3,848216.64,Lost,0,1,
T1037,2025-02-27,2025-06-04,R02,K01,4,3,320587.83,Won,1,1,C0254
T1038,2025-01-27,2025-05-05,R07,K12,5,3,627619.38,Lost,0,1,
T1039,2025-03-06,2025-04-29,R01,K11,5,3,403895.74,Lost,0,1,
T1040,2025-09-13,2025-11-15,R01,K05,5,3,539780.95,Lost,0,1,
T1041,2024-03-09,2024-06-07,R03,K02,5,3,1464793.63,Lost,0,1,
T1042,2025-01-26,2025-05-01,R01,K04,5,3,64224.37,Lost,0,1,
T1043,2025-08-14,2025-10-17,R01,K02,4,3,459270.63,Won,1,1,C0346
T1044,2025-12-07,2025-12-31,R08,K03,4,3,690331.17,Won,1,1,C0405
T1045,2025-07-05,2025-10-08,R02,K10,5,2,282202.75,Lost,0,1,
T1046,2024-10-23,2024-11-26,R03,K05,5,3,283958.66,Lost,0,1,
T1047,2025-04-07,2025-06-27,R01,K09,5,3,304337.09,Lost,0,1,
T1048,2024-04-14,2024-05-17,R01,K06,4,3,188686.13,Won,1,1,C0107
T1049,2024-09-28,2024-11-20,R03,K02,5,3,629389.35,Lost,0,1,
T1050,2024-12-18,2025-01-30,R05,K05,5,3,251750.95,Lost,0,1,
T1051,2024-02-16,2024-04-15,R04,K01,4,3,445495.58,Won,1,1,C0043
T1052,2025-07-27,2025-09-27,R01,K02,4,3,366046.78,Won,1,1,C0336
T1053,2024-12-19,2025-01-13,R05,K02,4,3,1188190.72,Won,1,1,C0192
T1054,2024-03-20,2024-04-23,R03,K10,4,3,276153.89,Won,1,1,C0084
T1055,2024-03-23,2024-06-14,R08,K12,5,3,479207.98,Lost,0,1,
T1056,2025-11-04,2025-12-31,R02,K03,5,3,466094.39,Lost,0,1,
T1057,2025-08-06,2025-10-23,R02,K10,5,3,274344.94,Lost,0,1,
T1058,2024-04-12,2024-06-11,R01,K11,5,3,279065.15,Lost,0,1,
T1059,2025-04-01,2025-06-11,R08,K07,5,3,519034.53,Lost,0,1,
T1060,2025-09-19,2025-10-10,R01,K03,4,3,251891.37,Won,1,1,C0360
T1061,2025-02-04,2025-03-28,R05,K12,5,3,322843.23,Lost,0,1,
T1062,2024-03-12,2024-04-29,R04,K01,5,3,393471.59,Lost,0,1,
T1063,2025-04-01,2025-05-11,R06,K12,5,3,1078984.38,Lost,0,1,
T1064,2024-04-11,2024-05-09,R04,K07,5,3,296260.74,Lost,0,1,
T1065,2025-10-09,,R07,K09,3,3,1225194.53,In progress,0,0,
T1066,2024-04-20,2024-05-18,R01,K01,5,3,122926.14,Lost,0,1,
T1067,2025-06-01,2025-08-08,R05,K03,4,3,237853.67,Won,1,1,C0311
T1068,2024-01-27,2024-04-08,R07,K11,5,3,463616.88,Lost,0,1,
T1069,2025-04-05,2025-05-14,R02,K10,5,3,426346.6,Lost,0,1,
T1070,2024-03-28,2024-06-30,R02,K11,5,3,762544.81,Lost,0,1,
T1071,2024-02-20,2024-03-30,R06,K11,5,3,493331.02,Lost,0,1,
T1072,2024-09-19,2024-11-13,R01,K03,4,3,195647.61,Won,1,1,C0164
T1073,2024-03-13,2024-05-15,R04,K04,4,3,589344.39,Won,1,1,C0075
T1074,2025-08-30,2025-11-18,R03,K04,5,3,243232.78,Lost,0,1,
T1075,2025-05-07,2025-08-06,R02,K05,5,3,301834.58,Lost,0,1,
T1076,2024-05-22,2024-08-26,R06,K04,5,2,832999.76,Lost,0,1,
T1077,2025-12-17,2025-12-31,R07,K07,4,3,755008.28,Won,1,1,C0409
T1078,2024-02-10,2024-05-05,R04,K03,4,3,78782.6,Won,1,1,C0037
T1079,2025-01-26,2025-03-02,R05,K09,5,3,481860.78,Lost,0,1,
T1080,2024-12-14,2025-03-22,R02,K04,5,3,391125.24,Lost,0,1,
T1081,2025-02-23,2025-04-28,R08,K08,5,3,488918.11,Lost,0,1,
T1082,2025-02-16,2025-04-28,R02,K03,5,3,550406.91,Lost,0,1,
T1083,2024-01-22,2024-03-12,R05,K07,5,3,1003274.71,Lost,0,1,
T1084,2024-04-10,2024-06-02,R03,K12,4,3,144249.81,Won,1,1,C0102
T1085,2024-06-11,2024-09-03,R01,K01,5,3,430359.29,Lost,0,1,
T1086,2024-02-10,2024-04-28,R06,K04,5,3,789287.23,Lost,0,1,
T1087,2025-01-01,2025-02-04,R03,K03,5,3,378697.19,Lost,0,1,
T1088,2025-01-01,2025-04-01,R08,K07,5,3,1279269.0,Lost,0,1,
T1089,2025-11-21,2025-12-31,R04,K04,5,3,387277.47,Lost,0,1,
T1090,2025-11-21,2025-12-14,R04,K06,5,3,206903.62,Lost,0,1,
T1091,2024-02-01,2024-03-23,R04,K06,4,3,458001.03,Won,1,1,C0029
T1092,2024-05-06,2024-07-26,R02,K08,5,3,742853.86,Lost,0,1,
T1093,2025-03-10,2025-04-10,R01,K01,5,3,461458.74,Lost,0,1,
T1094,2024-09-04,2024-12-02,R04,K09,5,3,469772.13,Lost,0,1,
T1095,2025-01-02,2025-02-11,R03,K02,4,3,674285.36,Won,1,1,C0202
T1096,2025-10-10,2025-11-28,R08,K08,4,3,3094564.83,Won,1,1,C0372
T1097,2025-01-26,2025-03-30,R05,K08,5,3,373459.37,Lost,0,1,
T1098,2024-10-20,2024-12-19,R07,K11,5,1,1190499.57,Lost,0,1,
T1099,2025-11-20,2025-12-31,R08,K04,4,3,882402.32,Won,1,1,C0392
T1100,2025-03-14,2025-05-15,R08,K06,5,3,804011.9,Lost,0,1,
T1101,2024-09-15,2024-10-15,R05,K02,4,3,373435.95,Won,1,1,C0161
T1102,2025-09-02,2025-10-21,R01,K09,5,3,411012.63,Lost,0,1,
T1103,2024-05-08,2024-07-20,R03,K05,4,3,239739.84,Won,1,1,C0122
T1104,2024-05-09,2024-06-02,R04,K03,5,3,512627.77,Lost,0,1,
T1105,2024-09-07,2024-10-07,R02,K07,5,3,633616.07,Lost,0,1,
T1106,2024-09-11,2024-12-07,R01,K07,5,3,461938.3,Lost,0,1,
T1107,2024-06-10,2024-08-10,R06,K03,4,3,391349.49,Won,1,1,C0133
T1108,2024-10-18,2024-11-23,R06,K10,5,3,1155632.38,Lost,0,1,
T1109,2024-03-17,2024-06-21,R08,K09,5,3,169924.67,Lost,0,1,
T1110,2025-08-30,2025-11-29,R08,K04,4,3,514177.98,Won,1,1,C0350
T1111,2024-03-27,2024-05-07,R05,K05,5,3,355138.79,Lost,0,1,
T1112,2025-09-07,2025-11-09,R06,K01,5,3,898285.49,Lost,0,1,
T1113,2025-09-30,2025-10-21,R04,K02,4,3,195862.63,Won,1,1,C0367
T1114,2025-04-30,2025-07-03,R08,K03,4,3,484098.69,Won,1,1,C0297
T1115,2025-03-16,2025-05-28,R03,K03,5,3,382795.38,Lost,0,1,
T1116,2024-06-22,2024-08-03,R05,K02,5,2,808519.11,Lost,0,1,
T1117,2024-11-30,2025-02-23,R01,K06,5,3,492863.73,Lost,0,1,
T1118,2025-06-09,2025-07-21,R08,K06,4,3,1134783.08,Won,1,1,C0316
T1119,2025-02-23,2025-05-01,R04,K01,4,3,241463.76,Won,1,1,C0249
T1120,2025-10-28,2025-12-31,R04,K06,4,3,164416.46,Won,1,1,C0382
T1121,2024-01-21,2024-02-29,R04,K09,5,3,271091.56,Lost,0,1,
T1122,2024-02-25,2024-05-21,R03,K02,5,3,209840.0,Lost,0,1,
T1123,2025-11-21,2025-12-31,R06,K07,5,3,1066955.13,Lost,0,1,
T1124,2024-05-18,2024-07-21,R05,K10,5,3,537904.91,Lost,0,1,
T1125,2024-08-28,2024-10-03,R04,K01,5,1,995027.65,Lost,0,1,
T1126,2024-02-04,2024-04-29,R07,K08,5,3,1771893.29,Lost,0,1,
T1127,2025-04-09,2025-06-26,R07,K04,5,3,1148683.8,Lost,0,1,
T1128,2025-01-13,2025-03-06,R02,K05,4,3,176868.2,Won,1,1,C0211
T1129,2025-09-01,2025-11-27,R05,K10,5,1,487662.0,Lost,0,1,
T1130,2025-03-23,2025-05-06,R07,K04,4,3,365476.64,Won,1,1,C0275
T1131,2024-07-03,2024-09-05,R04,K03,5,3,307307.68,Lost,0,1,
T1132,2025-02-25,2025-03-27,R05,K12,5,3,323725.96,Lost,0,1,
T1133,2024-03-31,2024-05-17,R08,K02,5,3,649301.92,Lost,0,1,
T1134,2024-09-12,2024-11-13,R02,K01,5,2,877611.71,Lost,0,1,
T1135,2025-12-07,2025-12-31,R01,K02,4,3,332565.34,Won,1,1,C0406
T1136,2024-06-13,2024-09-11,R08,K01,5,3,362842.36,Lost,0,1,
T1137,2025-03-08,2025-05-10,R04,K02,4,3,305303.49,Won,1,1,C0259
T1138,2024-06-12,2024-08-23,R07,K03,5,2,2227219.71,Lost,0,1,
T1139,2024-03-07,2024-04-07,R01,K11,4,3,910579.83,Won,1,1,C0068
T1140,2025-01-12,2025-04-20,R01,K11,5,3,184682.44,Lost,0,1,
T1141,2024-01-22,2024-04-21,R05,K12,5,2,396492.62,Lost,0,1,
T1142,2025-03-20,2025-06-02,R01,K10,5,3,2265486.56,Lost,0,1,
T1143,2024-01-22,2024-02-29,R04,K01,5,3,231791.87,Lost,0,1,
T1144,2024-07-25,2024-10-27,R06,K10,5,3,762157.91,Lost,0,1,
T1145,2024-02-18,2024-05-23,R01,K12,5,3,402598.03,Lost,0,1,
T1146,2025-06-05,2025-08-22,R08,K10,5,3,287522.19,Lost,0,1,
T1147,2024-11-18,2025-01-07,R03,K10,5,3,683028.83,Lost,0,1,
T1148,2025-06-14,2025-09-15,R07,K12,5,3,552899.58,Lost,0,1,
T1149,2024-11-15,2024-12-22,R05,K06,4,3,729083.82,Won,1,1,C0183
T1150,2024-11-03,2024-12-23,R05,K07,5,3,462012.41,Lost,0,1,
T1151,2024-02-29,2024-04-19,R08,K04,4,3,354906.29,Won,1,1,C0060
T1152,2024-11-11,2025-01-05,R06,K11,5,3,841338.22,Lost,0,1,
T1153,2025-11-29,2025-12-31,R07,K10,4,3,696932.05,Won,1,1,C0398
T1154,2025-05-09,2025-06-06,R01,K06,5,3,710129.15,Lost,0,1,
T1155,2024-02-05,2024-04-02,R02,K10,5,3,220876.33,Lost,0,1,
T1156,2024-12-27,2025-01-31,R02,K04,4,3,157849.63,Won,1,1,C0197
T1157,2024-01-28,2024-03-26,R03,K02,4,3,900561.79,Won,1,1,C0024
T1158,2024-09-03,2024-10-01,R08,K09,5,3,549111.41,Lost,0,1,
T1159,2025-06-04,2025-08-17,R03,K09,5,3,278601.89,Lost,0,1,
T1160,2024-02-07,2024-04-07,R03,K05,5,3,789884.18,Lost,0,1,
T1161,2025-06-24,2025-08-07,R02,K05,5,3,289037.45,Lost,0,1,
T1162,2024-02-13,2024-03-16,R06,K05,5,3,1264658.28,Lost,0,1,
T1163,2025-02-14,2025-03-22,R02,K01,5,3,246478.29,Lost,0,1,
T1164,2025-07-25,2025-08-29,R05,K07,5,3,589678.86,Lost,0,1,
T1165,2024-03-08,2024-05-02,R02,K10,4,3,602854.54,Won,1,1,C0071
T1166,2024-01-11,2024-02-23,R06,K02,5,3,837722.08,Lost,0,1,
T1167,2025-01-09,2025-03-25,R08,K04,5,3,701929.49,Lost,0,1,
T1168,2025-08-12,2025-10-05,R04,K08,5,3,930678.34,Lost,0,1,
T1169,2025-05-28,2025-09-03,R05,K05,5,3,369562.16,Lost,0,1,
T1170,2025-07-02,2025-08-19,R03,K01,4,3,513355.46,Won,1,1,C0326
T1171,2025-03-24,2025-05-05,R06,K06,5,3,740601.68,Lost,0,1,
T1172,2025-12-10,2025-12-31,R03,K06,5,3,351434.02,Lost,0,1,
T1173,2025-04-20,2025-07-17,R05,K12,5,3,827871.88,Lost,0,1,
T1174,2024-03-18,2024-05-22,R04,K07,5,3,606847.96,Lost,0,1,
T1175,2024-01-26,2024-04-14,R02,K05,4,3,256329.33,Won,1,1,C0023
T1176,2025-09-07,,R05,K05,3,3,674363.79,In progress,0,0,
T1177,2024-08-02,2024-09-12,R05,K06,5,3,1226347.51,Lost,0,1,
T1178,2025-03-04,2025-05-09,R05,K04,4,3,286552.9,Won,1,1,C0257
T1179,2025-10-21,,R08,K10,3,3,582025.85,In progress,0,0,
T1180,2024-05-15,2024-07-16,R05,K08,5,3,563417.03,Lost,0,1,
T1181,2025-03-31,2025-06-20,R02,K07,4,3,323727.43,Won,1,1,C0284
T1182,2025-01-11,2025-03-23,R02,K03,5,3,1119934.15,Lost,0,1,
T1183,2025-02-23,2025-04-06,R01,K11,5,3,317803.62,Lost,0,1,
T1184,2025-07-14,2025-09-14,R03,K01,5,2,426090.78,Lost,0,1,
T1185,2025-02-13,2025-04-17,R03,K10,4,3,342323.27,Won,1,1,C0237
T1186,2024-08-17,2024-10-25,R06,K04,5,3,574527.76,Lost,0,1,
T1187,2024-04-01,2024-06-01,R04,K04,5,2,1089828.9,Lost,0,1,
T1188,2025-11-22,2025-12-31,R05,K11,4,3,449958.3,Won,1,1,C0393
T1189,2025-05-14,2025-07-06,R02,K07,5,3,276632.21,Lost,0,1,
T1190,2025-06-04,2025-07-15,R03,K08,4,3,180930.07,Won,1,1,C0313
T1191,2024-02-12,2024-04-30,R08,K05,5,3,292772.29,Lost,0,1,
T1192,2025-05-19,2025-08-11,R01,K01,4,3,369789.92,Won,1,1,C0307
T1193,2025-05-09,2025-06-28,R08,K10,4,3,446283.06,Won,1,1,C0301
T1194,2024-12-05,2025-01-18,R04,K07,5,3,418644.34,Lost,0,1,
T1195,2025-09-04,2025-11-07,R02,K03,5,3,623995.37,Lost,0,1,
T1196,2024-06-01,2024-07-06,R02,K07,5,3,854355.84,Lost,0,1,
T1197,2024-03-26,2024-06-01,R07,K08,5,3,1242613.59,Lost,0,1,
T1198,2024-02-01,2024-04-16,R03,K04,5,3,188971.88,Lost,0,1,
T1199,2025-03-30,2025-05-01,R06,K07,5,3,2068873.35,Lost,0,1,
T1200,2025-04-24,2025-05-29,R07,K11,4,3,1069795.47,Won,1,1,C0293
T1201,2025-02-27,2025-06-03,R03,K01,5,3,273394.17,Lost,0,1,
T1202,2025-02-25,2025-04-14,R01,K11,5,3,202551.39,Lost,0,1,
T1203,2025-10-25,2025-12-26,R04,K09,5,3,431630.43,Lost,0,1,
T1204,2025-03-12,2025-06-19,R01,K11,5,3,887819.71,Lost,0,1,
T1205,2025-03-17,2025-04-17,R03,K06,5,3,277647.94,Lost,0,1,
T1206,2025-01-18,2025-04-19,R03,K04,4,3,330671.43,Won,1,1,C0216
T1207,2025-02-23,2025-05-21,R02,K12,5,3,245575.32,Lost,0,1,
T1208,2025-03-02,2025-06-02,R03,K09,4,3,906281.36,Won,1,1,C0255
T1209,2025-10-15,,R07,K08,1,1,985594.41,In progress,0,0,
T1210,2024-09-30,2024-10-25,R02,K11,5,3,220870.29,Lost,0,1,
T1211,2025-02-24,2025-04-11,R01,K06,5,3,492398.53,Lost,0,1,
T1212,2024-01-31,2024-04-10,R05,K02,5,3,961602.1,Lost,0,1,
T1213,2024-06-06,2024-07-22,R03,K04,5,3,269317.35,Lost,0,1,
T1214,2025-01-22,2025-02-21,R03,K11,5,1,450390.74,Lost,0,1,
T1215,2024-08-23,2024-11-21,R04,K06,5,3,395543.56,Lost,0,1,
T1216,2024-04-23,2024-07-17,R08,K09,5,3,689252.43,Lost,0,1,
T1217,2025-02-12,2025-05-16,R01,K06,5,3,420664.32,Lost,0,1,
T1218,2024-05-11,2024-07-20,R08,K08,5,3,148886.75,Lost,0,1,
T1219,2024-03-24,2024-06-16,R05,K05,5,3,553372.04,Lost,0,1,
T1220,2024-06-11,2024-08-21,R03,K12,5,3,239860.14,Lost,0,1,
T1221,2024-01-07,2024-04-14,R07,K04,4,3,663564.5,Won,1,1,C0008
T1222,2025-03-31,2025-07-07,R04,K11,5,3,497272.09,Lost,0,1,
T1223,2024-12-07,2025-02-22,R03,K07,5,3,113964.02,Lost,0,1,
T1224,2024-10-23,2024-11-29,R06,K11,5,3,2208203.24,Lost,0,1,
T1225,2024-09-05,2024-11-04,R08,K09,5,3,246034.68,Lost,0,1,
T1226,2024-02-13,2024-04-21,R05,K12,4,3,418184.44,Won,1,1,C0040
T1227,2025-01-06,2025-03-22,R05,K02,5,3,305544.91,Lost,0,1,
T1228,2024-11-29,2024-12-28,R04,K12,5,3,306491.68,Lost,0,1,
T1229,2024-02-25,2024-05-23,R01,K04,4,3,154791.75,Won,1,1,C0054
T1230,2024-11-03,2025-02-08,R01,K01,5,3,445838.61,Lost,0,1,
T1231,2025-02-15,2025-05-23,R08,K02,5,3,413494.88,Lost,0,1,
T1232,2024-03-19,2024-04-11,R03,K09,5,3,610619.76,Lost,0,1,
T1233,2024-02-21,2024-05-12,R02,K10,4,3,787507.35,Won,1,1,C0048
T1234,2025-05-26,2025-06-23,R03,K02,4,3,323617.0,Won,1,1,C0309
T1235,2025-03-30,2025-05-01,R08,K01,4,3,1568126.35,Won,1,1,C0283
T1236,2024-11-13,2024-12-23,R01,K09,5,3,515532.11,Lost,0,1,
T1237,2025-06-07,2025-08-21,R03,K05,5,3,570955.64,Lost,0,1,
T1238,2025-10-22,,R07,K04,3,3,188195.5,In progress,0,0,
T1239,2025-01-08,2025-02-09,R05,K07,4,3,247147.33,Won,1,1,C0208
T1240,2025-01-07,2025-03-23,R06,K10,5,3,747109.89,Lost,0,1,
T1241,2024-11-06,2025-01-31,R03,K11,5,2,250397.31,Lost,0,1,
T1242,2025-09-26,2025-12-28,R06,K11,5,3,2448818.33,Lost,0,1,
T1243,2024-03-08,2024-05-14,R04,K09,5,3,321841.04,Lost,0,1,
T1244,2024-10-25,2024-11-28,R04,K06,5,3,513730.92,Lost,0,1,
T1245,2025-07-18,2025-10-12,R04,K05,5,3,759197.5,Lost,0,1,
T1246,2024-11-24,2025-02-15,R01,K04,5,3,342611.47,Lost,0,1,
T1247,2025-09-01,2025-12-01,R06,K11,4,3,647942.5,Won,1,1,C0351
T1248,2024-08-30,2024-11-04,R05,K07,5,3,1075551.08,Lost,0,1,
T1249,2024-09-16,2024-11-18,R06,K11,5,3,2346053.87,Lost,0,1,
T1250,2024-02-15,2024-05-11,R01,K02,4,3,593221.83,Won,1,1,C0041
T1251,2024-10-22,2024-11-16,R07,K01,5,3,393261.0,Lost,0,1,
T1252,2024-05-19,2024-08-11,R04,K09,5,3,537767.72,Lost,0,1,
T1253,2024-10-24,2025-01-10,R03,K06,4,3,392928.15,Won,1,1,C0172
T1254,2024-04-01,2024-07-08,R07,K08,5,3,677885.51,Lost,0,1,
T1255,2025-07-06,2025-10-01,R07,K10,4,3,1301089.27,Won,1,1,C0328
T1256,2024-07-30,2024-08-23,R07,K04,5,3,447874.72,Lost,0,1,
T1257,2024-04-08,2024-06-21,R07,K01,4,3,1785225.77,Won,1,1,C0101
T1258,2024-10-21,2024-12-15,R02,K05,5,3,963056.92,Lost,0,1,
T1259,2024-04-21,2024-05-13,R04,K05,5,3,426597.71,Lost,0,1,
T1260,2024-01-22,2024-04-27,R02,K01,5,3,1229362.95,Lost,0,1,
T1261,2024-01-20,2024-03-07,R01,K07,4,3,284720.75,Won,1,1,C0021
T1262,2024-04-18,2024-07-16,R06,K06,4,3,1007130.28,Won,1,1,C0111
T1263,2025-10-28,,R02,K01,2,2,571050.91,In progress,0,0,
T1264,2025-06-06,2025-08-10,R05,K11,5,3,1651228.11,Lost,0,1,
T1265,2024-02-18,2024-04-08,R05,K11,5,3,808836.69,Lost,0,1,
T1266,2025-03-16,2025-05-07,R04,K10,5,3,331663.17,Lost,0,1,
T1267,2025-02-22,2025-05-28,R07,K08,5,3,394563.5,Lost,0,1,
T1268,2025-08-16,2025-10-05,R07,K11,5,3,806849.26,Lost,0,1,
T1269,2024-04-27,2024-07-29,R07,K06,4,3,928399.5,Won,1,1,C0119
T1270,2025-06-07,2025-07-15,R03,K05,5,3,111178.82,Lost,0,1,
T1271,2024-06-03,2024-07-20,R06,K10,5,3,399859.79,Lost,0,1,
T1272,2025-05-06,2025-06-12,R07,K09,5,3,266793.31,Lost,0,1,
T1273,2025-12-09,2025-12-31,R01,K10,4,3,949419.76,Won,1,1,C0407
T1274,2025-02-12,2025-03-25,R05,K05,5,3,515562.77,Lost,0,1,
T1275,2025-12-24,2025-12-31,R05,K05,5,3,220819.41,Lost,0,1,
T1276,2025-07-17,2025-09-30,R03,K04,5,3,483693.1,Lost,0,1,
T1277,2025-01-09,2025-04-04,R04,K08,5,3,233353.91,Lost,0,1,
T1278,2025-12-14,2025-12-31,R08,K01,4,3,735360.14,Won,1,1,C0408
T1279,2024-04-29,2024-06-21,R01,K12,5,3,774433.67,Lost,0,1,
T1280,2024-02-28,2024-05-30,R04,K01,4,3,220507.9,Won,1,1,C0058
T1281,2024-12-04,2025-03-09,R01,K01,4,3,990323.73,Won,1,1,C0188
T1282,2024-08-11,2024-10-02,R04,K06,4,3,205478.99,Won,1,1,C0147
T1283,2024-07-19,2024-10-01,R02,K08,5,3,432457.35,Lost,0,1,
T1284,2025-03-15,2025-06-18,R07,K02,4,3,1402794.52,Won,1,1,C0264
T1285,2025-10-18,2025-11-18,R07,K01,5,3,966920.32,Lost,0,1,
T1286,2025-09-13,,R03,K09,1,1,531502.51,In progress,0,0,
T1287,2025-11-18,2025-12-31,R05,K03,4,3,379682.3,Won,1,1,C0390
T1288,2025-07-12,2025-08-19,R02,K11,4,3,1248084.59,Won,1,1,C0330
T1289,2024-01-21,2024-04-25,R01,K12,5,3,750796.13,Lost,0,1,
T1290,2024-05-16,2024-07-15,R01,K07,5,3,120987.24,Lost,0,1,
T1291,2024-01-31,2024-04-09,R06,K06,5,3,1456151.62,Lost,0,1,
T1292,2024-01-01,2024-03-27,R01,K04,4,3,1056344.1,Won,1,1,C0002
T1293,2025-01-11,2025-03-29,R02,K07,5,3,307599.23,Lost,0,1,
T1294,2025-05-22,2025-06-28,R04,K05,5,3,440898.76,Lost,0,1,
T1295,2024-04-15,2024-07-17,R02,K12,5,1,484316.32,Lost,0,1,
T1296,2024-10-02,2024-12-21,R03,K05,5,3,457140.26,Lost,0,1,
T1297,2024-01-09,2024-04-08,R04,K02,4,3,243959.83,Won,1,1,C0011
T1298,2024-05-07,2024-07-14,R08,K08,4,3,558468.93,Won,1,1,C0121
T1299,2024-09-15,2024-12-21,R04,K07,5,3,377682.78,Lost,0,1,
T1300,2024-10-18,2025-01-14,R01,K03,4,3,584919.1,Won,1,1,C0171
T1301,2025-09-03,2025-10-14,R05,K01,5,3,619177.59,Lost,0,1,
T1302,2024-12-04,2025-02-24,R06,K01,4,3,642894.73,Won,1,1,C0189
T1303,2025-03-06,2025-04-27,R01,K03,4,3,343421.15,Won,1,1,C0258
T1304,2024-01-12,2024-02-22,R02,K07,5,3,295019.34,Lost,0,1,
T1305,2025-08-05,2025-09-03,R01,K09,4,3,485629.64,Won,1,1,C0342
T1306,2024-05-31,2024-08-14,R03,K12,4,3,240909.85,Won,1,1,C0129
T1307,2025-06-19,2025-09-08,R04,K08,5,3,475105.87,Lost,0,1,
T1308,2025-11-28,,R02,K06,3,3,520146.36,In progress,0,0,
T1309,2024-11-07,2024-12-16,R08,K02,4,3,622931.44,Won,1,1,C0179
T1310,2024-05-11,2024-07-28,R05,K09,5,3,1225276.46,Lost,0,1,
T1311,2024-06-02,2024-09-07,R01,K07,5,3,459667.87,Lost,0,1,
T1312,2025-08-19,2025-10-09,R02,K11,5,3,656704.42,Lost,0,1,
T1313,2025-03-28,2025-06-13,R02,K08,5,3,820786.84,Lost,0,1,
T1314,2024-03-17,2024-06-17,R01,K02,4,3,101539.1,Won,1,1,C0083
T1315,2025-11-21,,R06,K02,3,3,794079.17,In progress,0,0,
T1316,2025-05-15,2025-08-06,R08,K02,4,3,631370.46,Won,1,1,C0305
